words	cat_label	sent_label
还 行 ！ 要是 给京豆 的话 我 也许 还会 多 写 几个 字 … …	6	1
裤子 布料 挺 好 的 ， 做工 挺不错 ， 洗 了 不会 褪色 也 不会 缩水 。 物流 还 行 ， 总体 挺 满意 的	4	1
看过 很多 匪大 的 书   准确 的 讲 是 买 了 很多   但是 有 2 本 一直 没看 完 或者说 不敢 看 完   人间 最美 的 爱情 在 最后 都 变成 了 凄楚   让 人 不禁 唏嘘   而 这本 是 匪 大 自称 亲妈 的 作品   我 很 喜欢 后面 关于 黑社会 的 篇幅   有 美好 的 爱情   好 的 结局   让 人 看 了   满口 留香   回味无穷   但是 如果 要 我 说   不如 上 一本 也 是 短篇   番外 的 当时 明月 在 好   记得 里面 有 一个 写 杨九妹 和耶律 的   还有 纪晓芙 的   都 很 让 人 感动   希望 匪 大多 写 点 这样 风格 的 书   满足 我们 读者	1	1
我 手上 拿 着 的 是 附近 买 的 4 块钱 1 斤 的 ， 右边 那个 是 京东 10 块 1 斤 的 ！   我 还 以为 京东 的 有 多靓 ， 结果 是 这样 。 。 。 。 。   再吐槽 一下 那个 快递 ， 我 周日 下 的 单 ， 今天 已经 周五 才 收到 ， 这 速度 。 。 。 。 。	6	0
我 是 第一次 住 公寓式 的 酒店 ， 感觉 很棒 。 一进 客房 特 宽敞明亮 。 我 住 的 是 一室 一厅 套房 ， 干净 整洁 ， 服务员 的 态度 非常 好 。 我 是 和 姐姐 一起 过来 的 ， 她 喜欢 看 日本 台 ， 这里 能 收到 好多 国际 频道 呢 ！ 楼上 的 餐厅 也 是 我 喜欢 的 那种 画廊 式 餐厅 ， 非常 Mordern 哦 ， 如果 是 一家人 来 这里 真的 很 超值 方便 呢 ， 值得 推荐 一去 啊 ～ ～ ～ ～ 补充 点评   2008 年 1 月 24 日   ：   房间 很大 很 超值 ， 远远 高于 三星级 酒店 的 标准 ， 可以 跟 四星级 的 媲美 了 呢 ～ 很棒 ～ 如果 下次 到 北京 我 还是 会到 这 ?	5	1
挑 了 好 多家 ， 才 选中 这个 。 裤子 刚刚 好 ， 很 合适 。 给 爸爸 买 的 ， 很 满意 。 他 说 比 他 两百多 的 裤子 还要 好 。 上身 很 舒服	4	1
清脆 可口 ！ 非常 喜欢 吃 苹果 ！ 一次 买 了 很多 水果 ！ ！ ！	6	1
苹果 口感 甜度 都 不错 ， 有 7 个 都 有 小烂 了 一个 苹果 只有 一半 多点 吃 ， 不如 线下 买 ， 图片 就 赖得照 了	6	0
还 挺不错 ， 很 好看 ， 价格 也 还好	4	1
给京 小 店里 备 点货 . 做京 小店 是因为 经常 在 京东 购物 . 正品 行货 . 服务 好 . 货新 . 就是 供货 不 稳定 . 希望 京东 多多 支持 我们 京 小店 ！ ！	0	1
包装 很 好 ， 打开 后 一一 查看 了 ， 只有 一个 有 碰伤 ， 其他 都 挺 好 ， 看上去 蛮 新鲜 的	6	1
蒙牛 ， 你 的 牛奶 有 用处 了 ， 不怕 抵制 了 。	6	1
房间 洗浴 水 太小 ， 下水 慢 ， WIFI 无法 正常 使用 ， 床上用品 太旧 。 总体 一般	5	0
只是 适合 在 国际航班 登机 的 前一晚 进行 入住 ， 环境 卫生设施 就 不要 想 了 ， 早起 早餐 后 去 机场 的确 是 很 方便	5	0
密尔 的 《 论 自由 》 在 世界 思想史 上 具有 不可 替代 的 地位 。 想要 了解 自由 ， 这 本书 是 跳 不过 的 ！ 不过 像 这样 翻译 过来 的 经典 的 学术著作 ， 想要 了解 其 精髓 ， 耐心 是 必不可少 的 ！ 这 是因为 ， 这样 的 经典著作 有 许多 地方 需要 读者 不断 地 思考 才能 慢慢 体会 到 作者 之 精神 。 再 加上 这 是 由 英文翻译 过来 的 ， 在 翻译 上 难免 有些 问题 或是 不 贴切 、 晦涩 的 地方 ， 所以 更 需要 读者 慢慢 揣摩 ！ 所以 想要 阅读 这样 的 著作 ， 耐心 是 必不可少 的 ！	1	1
这个 酒店 如果 不 坐落 在 南湖 边上 , 那 就是 一个 招待所 的 级别 . 我们 订 了 758 的 标间 , 却 只有 一张 早餐券 . 另外 一人要 吃 早餐 , 要 68 元 , 且 无论 你 是 大人 还是 孩子 ! 而且 早餐 平种 很少 . 我们 住 的 房间 墙纸 也 掉下来 了 . 去 的 时候 正好 下雨 , 走道 上 还 在 漏水 . 而且 酒店 没有 行李车 帮 客人 搬 行李 . 真不知道 它 这个 五星 是 怎么 评 的 . 也许 是 当地政府 行为 吧 . 一个 性价比 不值 的 酒店 !	5	0
就 一句 话 ， 垃圾 ， 打死 都 不 在 这里 买 了	4	0
正好 看 ！ 华为 的 商品 华而不实 ， 为所欲为 ！ 又 没有 性价比 ， 有没有 颜值 ！ 真的 是 好值 啊 ！ 大家 快 都 别 买 了 ！ 真的 好好 呀 ！	3	1
写意 曾经 的 恨 ， 那样 的 揣测 让 他 不安 ， 也许 相对 于 写意 的 报复 ， 这样 的 不安 更加 折磨 ， 所以 我 相信 对于 写意 的 报复 ， 他 虽然 难过 伤心 ， 却 也 应该 感到 释然 ， 他 终于 可以 清清楚楚 感觉 到 写意 对 他 的 恨 ， 感觉 到 写意 曾经 的 痛苦 ， 伤口 揭开 了 ， 那么 痊愈 的 日子 还会 远 吗 ？ 我 想 对于 写意 来说 也 是 如此 吧 ， 所有 的 恨 都 掏空 了 ， 剩下 的 应该 就是 爱 了 吧 ， 对 过去 曾经 追逐 过 的 阿衍 的 爱 ， 对 如今 眷念 上 的 厉择良 的 爱 … …	1	1
屏幕 是 宽 屏 的 ， 所以 看起来 很小 ， 键盘 海 还是 手感 很烂 ， 没有 预想 的 好 ， 还 以为 惠普 改 了 呢 … … … … ， 后盖板 设计 严重 鄙视 ， 升个 内存 嗨哟 啊 从 键盘 拆掉 … … … …	3	0
我 第一次 入住 如 家 ， 实际 情况 与 现实 相差 太远 ， 屋子里 味道 很大 ， 打开 窗户 换气 又 很 吵 ， 卫生 不敢恭维 ！ 入住 时间 不长 就 搬走 。 而且 位置 也 很 偏 ， 不 知道 为何 在 这里 选址 ！ 总之 不会 再住 ！ 楼下 涮 肉 一般 ！	5	0
苹果 收到 了 ， 物流 很快 ， 我 是 吃 了 才 晒 单 的 ， 好 甜 ， 脆 ， 吃 完 再 买 。	6	1
手机 现在 是 离不开 了 ， 因为 常在 外边 跑 ， 所以 每天 都 24 小时 开机 ， 说实话 ， 我用 机子 挺费 的 ， 选 这 只 手机 的 原因 就是 看中 它配 的 电池 了 ， 感觉 用 着 还行 ， 这 机子 我能 用 的 住 ， 呵呵 ， 过来 支持 康佳 一把	3	1
苹果 好 小 ， 估计 没有 2kg 吧   不 好吃	6	0
软件 运行 速度 很快 ， 屏幕 做 得 也 很 好 ， 手机 背面 电池 做 得 很 不错 ， 来电 七 彩灯 非常 漂亮 。	3	1
房间 还 可以 ， 位置 比较 偏 ， 早餐 不行 ， 性价比 还 可以 ， 下次 还会 入住 ．	5	1
竟然 取消 了 洗衣 服务 ,   非常 不 方便 ,   还 打算 车展 期间 住 一段 长时间 ,   现在 必须 重新考虑	5	0
什么 鬼 苹果   个头 小   很艮   一点儿 都 不脆 ！ ！ ！	6	0
价格 太贵 了 ， 买 了 几天 就 降价	0	0
我会 收到 了 ， 很 满意 ， 嗯 ， 用 着 还 挺 好 的 ， 速度 也 挺快 的 ， 装 了 一些 自己 喜欢 的 软件 ， 删除 了 一些 ， 嗯 ， 感觉 挺好玩 了 这个 ， 现在 现在 一直 我们 已经 买 了 ， 这是 第二个 华为 的 电话 ， 支持 国产	3	1
不错 啊   价格 很 实惠   质量 好 的 很   点个 赞 吧	3	1
质量 好 ， 外观 时尚 ！   配置 合理 ， 基本 没有 瓶颈 。   LED 屏 显示 效果 不错 。   13 寸 大小 正合适 ， 易于 携带 。	3	1
比较 好 的 衣服 ， 柔软 亲肤 像是 全棉 。	4	1
一直 在 京东 买 电子产品 ， 值得 信赖 ！	3	1
早上 订 晚上 送 ， 快捷 又 方便 ～ 谢谢 快递 小哥 ！   京东 自营 的 水果 品质 都 赞 ， 包装 严实 ， 没有 磕碰 ， 味道 好 ， 就是 个头 不 大	6	1
第二天 早晨 的 飞机 ， 所以 选择 住 在 机场 附近 。 这家 酒店 很 早就 听说 过 ， 以前 与 上 航有 合作 ， 而且 就 在 迎宾 大道 旁 ， 每次 去 机场 都 能 看到 ， 但 入住 后 发现 实在 是 又 脏 又 旧 。	5	0
特别 轻薄 便携 ， 磨砂 手感 ， 非常 舒服 的 全 尺寸 键盘 ， 功能 和 接口 比较 丰富 。	3	1
不错 快递 很快   第一天 早上 买 的 第二天 中午 就 到 了   很 不错	3	1
唯一 的 遗憾 , 书 有些 质量 问题 , 开头 三四 页 正中 有 很多 装订 的 粗针 扎 的 孔 .	1	1
四月份 买 的 手机 ， 至 九月份 这 当中 的 几个 月 我 的 手机 有 一个月 在 保修 处 。	3	0
既有 洗 又 有护 ， 还 送 了 不少 ， 就是 没 优惠 ， 但 相信 京东 喜欢 用沙宣 ， 还 行 。	0	1
个人感觉 不错 ！ 卖家 很 细心 买 了 两套 都 没有 少发 ！ 外包装 完好 ！ 质量 没有 问题 ！ 没有 破损 ！ 京东 速度 超快 ！ 很 满意 ！ 给 卖家 全 五星 好评 ！ 值得 推荐 给 大家 … …	0	1
还 不错 的 产品 。	3	1
老爹 很 喜欢 ， 主要 是 看中 屏幕 大	3	1
这是 货真价实 的 好 酒店 ！ 虽然 硬件 很 简单 ， 但是 大部分 软件 都 非常 棒 ！ 服务 、 卫生 非常 好 ！ 环境 、 位置 好 ！ 下次 还 住 这里 ！ 我会 向 朋友 推荐 的 ！ 早餐 再 改进 一些 就 更好 啦 ！	5	1
非常 快 、 非常 好 、 非常 满意 。 谢谢 快递 小哥 。	6	1
3399 返现 100 买 的 ， 不错 了 ， 同 配置 的 其他 本本 很难 到 这个 价格 了 。	3	1
比 想象 中 的 轻 ， ， ， 就 华硕 变压器 一贯 来说 。 。 。   驱动 似乎 没有 想象 中 的 难装 。 。 。   总体 感觉 还好 。 。 。	3	1
合庆 的 商务 单间 可以 堪称 豪华 , 设施 特别 先进 ， 特别 是 少有 的 先进 马桶 , 很少 酒店 有 这样 的 装备 . 价格 也 可以 接受	5	1
寄过来 都 坏 的 ！ ！ ！ ！ ！ ！ 这种 品相 怎么 吃 ？ ！	6	0
质量 不错 ， 做工 蛮 精细 的 ， 款式 也 蛮 好看 的	4	1
二手 的 机子   电池 不 抗用   太坑 了	3	0
宽屏 也 太 宽 了 ， 比 SL300 宽 了 10mm ， 但 扁 了 15mm ， 两边 的 屏 基本 用不上 。   USB 口 只有 两个 还 在 左侧 ， 不 只是 少 了 ， 而且 接鼠 真的 不 方便 。   键太大 了 ， 而且 做工 一般 。 我用 起来 一般 。	3	0
裤子 质量 很 好 ， 版型 也 不错 ， 很 喜欢 ， 下次 会 再 来 的	4	1
能 不住 就别 住 了   餐厅 上菜 慢不说 还 贵   服务态度 可想而知   住 的 挺 心塞 的 …	5	0
苹果 很 差劲 ， 很粉 ， 一点 都 不脆 ！ 不 新鲜 ， 闻着 没有 苹果 的 香味 。	6	0
很 好 ！ 家人 很 喜欢 ！ 到 现在 没有 任何 问题 ！ 京东 还是 值得 信赖 的 ！	3	1
这 就是 所谓 的 京东 自营 新鲜 水果 吗 ？ 都 坏掉 了 还 能 吃 吗 ？	6	0
很 失望 ， 全是 图片 ， 几句 讲解 智慧 书 和 综合 书类 小孩 看 会儿 ， 就 走神儿 图片 印刷 也 一般 价格 也 不 便宜 不 值得	1	0
刚刚 收到 还 没有 拆开 用后 加评 … …	0	1
酒店 的 卫生 很 一般 ， 味道 比较 大 。 因为 不 确定 出差 日期 ， 分别 定 了 两天 。 第一天 退房 之后 ， 当天 晚上 入住 。 发觉 毛巾 根本 没有 换 （ 因为 我 入住 自带 毛巾 ， 酒店 毛巾 没有 使用 只是 拿来 垫 衣服 ） ， 还是 那条 破破烂烂 ， 同一 位置 有条 红线 的 毛巾 。	5	0
我于 日前 入住 该 酒店 ， 因为 去 机车厂 办事 ， 所以 应该 是 个 最近 的 选择 ， 酒店 本身 没什么 可以 说 的 ， 硬件 较 老 了 ， 但 在 我 离开 之后 的 一件 事 让 我 非常 感动 。 当天 我 离开 酒店 后 便 回到 上海 ， 整理 行李 时 发现 遗忘 了 一根 数据线 在 酒店 ， 急忙 电话 联络 总台 ， 是 一位 张 小姐 接 的 电话 ， 经过 确认 已 被 保管 ， 便 请 张 小姐 帮忙 寄回 上海 ， 2 天后 酒店 还 专门 派 人 来电 询问 ， 令 我 非常 感动 。 酒店 的 服务 真是 值得 表扬 。 特别 再次 表示感谢 。	5	1
不好 用 ， 香味 一般般 ， 而且 洗 了 之后 很 干 .....	0	0
机身 外壳 采用 烤 漆 工艺 , 不易 留下 指纹 ； 功能 全面 ， 内存 大 。	3	1
还 不错   ， 性价比 合适	3	1
我 勉强 用 了 一年 了 ， 当时 是 2700 买得 ， 都 有 是 广告 骗人 呀 ， 大家 以后 不要 再用 波导 了 。 难看 ， 没有 耳机 ， 死机 ， 短信 一次 输入 的 太少 ， 总之 ， 没有 优点 。	3	0
完全 没 惊喜   苹果 很小   很差   就 外面 小 超市 *   搞 活动 的 。 不 建议 买	6	0
衣服 很差   不能 穿	4	0
现在 这种 书太多 了 ， 绝对 没有 介绍 的 好 。	1	0
穿着 很 舒服 ， 很 修身 ， 大小 也 很 合适 ， 很 满意 的 一次 购物 。	4	1
我 在 蒙牛 世园 活动 中 写下 ：   与 “ 哈林 篮球 ” 一起   生态 行动 助力 中国   ， 想得到 他们 的 签名 纪念品 吗 ？ 点击 即可 参与 ！ 还有 写下 你 的 生态 宣言 并 关注   ， 就 有 机会 获得 明星 物品 哦 ！	6	1
还 不错 ， 一切 模仿 苹果 ，   员工 使用	3	1
真实 感受 是 不 值得 花 这么 多钱 买个 国产 平板 ， 尤其 是 下载 的 软件 ， 和 苹果 的 不是 一个 档次 ， 就是 大 手机 一样 ～ 而且 拖影 确实 严重 ， 说 是 影音 ， 放个 电影 字幕 都 是 拖影 ～ 不 说 了 ， 国产 确实 不行 ～ 直接 买 ipad 就 好 了 ， 省 的 糟心 ！	3	0
裤子 质量 很 好 ， 没有 色差 ， 客服 态度 也 很 不错 ， 总之 很 满意 的 一次 购物 ， 还会 再次 光临 的	4	1
6.18 活动 买 的 ， 超级 的 好 ， 比 超市 的 * * 很多 ， 一下 买 啦 两套 ， 还 买 啦 很多 的 东西 。 还有 赠品 。 感谢 京东 。 支持 京东 。	0	1
实物 与 图片 差距 太 大 ， 不划算 。 而且 不太像 正品 ， 建议 不要 买 ， 去 超市 买 靠 谱 的 多 ！	0	0
机场 有 免费 接机 至 酒店 ， 适合 中 转过 夜 乘客 ， 设施 等 非常 一般般 ， 只是 过 一夜 可以 的 。	5	0
不 满意 ， 不诚实 ， 送货 地点 到 理工大学 去取 货 什么 服务 ， 水果 个数 与 重量 都 不 相符 ， 以后 不会 相信 。	6	0
差评 ！ 非常 不 满意 ！ 18 号 下 的 单 显示 19 号 配送 ！ 21 号 单子 都还没 打印 。 非常 能 理解 因为 做 活动 配送 不 过来 ， 但是 首先 系统 就 不 应该 显示 19 号 能 配送 到 ， 其次 配送 不到 至少 应该 告知 客户 ， 但 并 没有 ！ 京东 现在 真是 越来越 差劲 了 ！	0	0
火龙果 不怎么样 啊 ， 个头 不论 ， 居然 皮上 有 虫眼 ， 不会 回购 ， 其他 的 水果 还 可以 。	6	0
洗完 头 奇痒 ， 用水 不好 冲掉 ， 买到 了 假货 。	0	0
也 就 那样 吧 。 没 看 出来 有 多么 多么 好 ， 一般般 。	3	0
早餐 有 还 不如 无 ！ 这 傍边 就是 长途汽车站 ， 可想而知 这 外面 的 环境 是 个 什么 样子 ！ 住 在 这里 的 人 更 多 的 是 中转 旅客 的 样子 ， 我见 过 尼姑 ， 和尚 ！ 房间 设施 也 就 比 招待所 好点 的 样子 ， 比较 旧 的 酒店 ， 名字 虽然 很 时尚 ， 但是 酒店 真的 没有 可比性 。 有个 米兰 俱乐部 ， 估计 是 happy 的 地方 ， 还有 个 桑拿 按摩 的 地方 ， 这个 不用 我 多 说 大家 也 晓得 是 干吗 的 ， 每天晚上 10 点 准时 房间 电话 响起 ， 招不招 就 随 你 了 。 大家 自己 掂量 着 吧 。	5	0
甜是 很甜 就是 没有 水分 ， 不吃 。 很 失望 ， 下次 不会 再 买 了 ?	6	0
京东 购物 值得 信赖 ， 日期 很 新鲜 ， 包装 的 很 好 ， 618 满减 ， 我 月 头 买 了 5 盒 水果 吃 完 了 ， 这 一次 又 买 了 这么 多 ， 苹果 都 很 好 ， 没有 坏 的 ， 我 这 是 买 了 4 盒 80 的 ， 3 盒 75 的 。 75cm 和 80cm 大小 很 明显 。	6	1
东西 收到 了 ， 妈妈 很 喜欢 ， 声音 比 我 的 Air 还好 ， 很 满意 ， 支持 国货	3	1
物流 很快 ， 快递 小哥 很 好 ， 宝贝 还 未用 ， 不 知道 是不是 正品 ， 量 有点 小 ， 有点 小贵	0	1
被 别人 开过 的 ， 二手 东 啊 ！	0	0
个人 经常 用 这款 ， 去屑 效果 感觉 清扬 洗发水 挺好用 ， 下单 ， 发货 快 ， 配送 及时 ， 好评 ！	0	1
洗发水 去 油 效果 不是 很 好 ， 但 脱发 现象 有 改善 ， 继续 用 试试看 ， 效果 好 再 回购 。	0	1
好 、 好 、 挺 好 的 就是 物流 差 了 点	4	1
现在 京东 快递 这么 不负责任 吗	0	0
东西 不错 ， 但是 为什么 我 要求 的 发票 没有 啊	0	0
京东 生鲜 好 ， 苹果 甜 又 脆 ， 女儿 说 好吃	6	1
这次 住 的 丽晶 ， 实在 是 令人气愤 。 酒店 浴室 没有 防滑垫 ， 铺 了 个 毛巾 在 地上 冲凉 。 怎奈 毛巾 太小 ， 还是 摔倒 。 3 个 牙齿 摔 没 了 。 包括 两个 门牙 ， 其中 一个 要 拔掉 。 之后 发生 的 事情 更是 让 我 对 这个 所谓 在 当地 的 四星级 酒店 太 失望 了 。 酒店 没有 任何 一个 人 在 事情 发生 到 现在 有个 道歉 的 意思 。 反而 说 你 自己 不 小心 ， 拒不做 任何 有 诚意 的 合理 赔偿 。 携程 的 沟通 也 是 令人 失望 。 一句 “ 没有 办法 ” ， 仅此而已 。 希望 准备 入住 这个 酒店 的 朋友 要 注意 。 自己 的 平安 还是 很 重要 的 。	5	0
真的 很 好 用 ～ ～	3	1
还 没用 就 坏 了 ， 没 菜单 了 ， 什么 情况	3	0
房间 比较 宽敞 ， 很 干净 ； 后面 是 小区 ， 比较 安静 ， 但是 前面 是 垃圾场 我 昨天 住 的 时候 ， 特价 房 没有 了 ， 还 免费 帮 我 升级 到 了 商务 房 188 这个 价钱 ， 太值 了 ； 我 已经 住 了 3 晚 ， 还 准备 再住 如果 前台 的 服务态度 再 好 一些 就 好 了 宾馆 反馈   2008 年 8 月 15 日   ：   期待 您 的 下次 入住 为 您 提供 更加 优质 的 服务 !   酒店 祝您 工作 顺利 ! 身体健康 !	5	1
电池 不是 6 芯 的 ， 用 起来 也 就 1 个 半小时 吧 。   CPU 是不是 怎么 好 ， 不过 就 上网 小游戏 绝对 没 问题	3	0
中粮 控股 蒙牛 后 ， 我 可能 会 对 蒙牛 增加 一些 好感 。	6	1
质量 很 好 ， 没有 色差 ， 面料 穿 上 很 舒服	4	1
另外 ， 手机 已经 开始 卡 了   有时候 电话 拨 不 出去 。 咋办 ？	3	0
看着 就是 非常 高大 上 的 苹果 ， 不 高大 上 吗   高大 上 高大 上 ， 高大 上 高大 上   给 人 感觉 是 色香味 俱全 ， 我 还 舍不得 吃 等 再 降价 的 时候 我 多 买点 ， 然后 再 吃	6	1
超级 生气 ！ 太 不靠 谱 了 ！ 买 了 二箱 苹果 ， 居然 一箱 有 7 个 磕伤 或 坏 的 ， 另 一箱 有 3 个 坏 的 ， 想 退货 还 不让 退 ！ 说 是 生鲜食品 不可 退 ！ 下次 不会 再 在 京东 上 买 水果 了 ！ 超级 超级 火 大 … … 真是 一星 都 不想 给	6	0
简单 的 说 ， 当时 是因为 看到 这个 酒店 07 年 新装修 的 ， 所以 才 选择 他 。 不过 ， 我 想 这辈子 再也不会 选 这个 酒店 了 ， 包括 这个 品牌 。	5	0
东西 还 可以 ， 可是 买回来 给 老婆 骂 了 一顿 ， 所以 没 办法 了	3	0
东西 好 ， 价格便宜 好 ， 速度 还 快 ， 好久 都 不 在 超市 卖东西 了	0	1
环境 不错 有家 的 感觉 , 交通 便利 , 房间 很大 , 一家 三口 入住 , 觉得 有点 浪费 , 奥运 期间 住 5 个人 也 可以 ( 客厅 沙发 也 可以 睡觉 , 还 可以 看电视 ) . 不足之处 : 卫生条件 不是 很 好 , 水龙头 太土 , 太老 , 毛巾 厚 的 拧 也 拧 不 干 也 很 陈旧 . 房间 的 设施 不能 说 很 好 , 但是 很 实用 , 就是 档次 有点 不高 , 包括 墙壁 , 门框 等 基础设施 , 不过 这样 的 价格 也 就是 这样 的 条件 了 , 如果 整个 酒店 档次 要 提高 必须 重新 装修 的 .	5	1
第三次 买 了   虽然 没 优惠   质量 棒棒 哒	4	1
非常 完美 满意 ！ ！ ！ ！ ！	3	1
不 好不好 很 不好 ！ ！ ！	0	0
衣服 与 照片 不符	4	0
定 的 景观 房 ， 但 给出 的 房间 基本 没什么 景观 ， 两间 都 是 这样 ， 也 懒 的 找 前台 再 去 理论 ， 下次 要 住 定标 房 就 可以 了 。 酒店 的 其他 服务 还是 很 好 的 。	5	1
还 没装   服务 很 好	2	1
一点 都 不 满意 ， 码号 偏大 ， 衣服 又 长 又 薄 ， 无语 了	4	0
1 、 光驱 读盘 声音 有点 大 ；   2 、 总体 感觉 不如 以前 的 IBM 了 ；   3 、 后面 少装 了 一颗 螺丝	3	0
位置 好 ， 卫生 不是太好 ： 被子 里 有 头发 ， 茶杯 里 的 水未 倒掉	5	0
很 不错 ， 价位 合适 ， 给 儿子 玩 很 好 。	3	1
我 也 无语 了 ， 买 32 的 裤子 收到 货 ， 打开 一看 ， 感觉 自己 会 变魔术 一样 ， 32 的 裤子 变成 33 了 ， 伤心 伤心 ， 让 我 都 不敢 网上 买 东西 了 ，	4	0
快递 速度 挺快 的 ， 昨天 昨天上午 下 了 单 刚刚 就 收到 了 。 动 那 苹果 挺脆 的 ， 水分 多 ， 但是 不是 很甜 ， 不 ， 你 不是 谈心 ， 不是 很甜 ， 还有 一个 平均 要 差不多 2 块 6 两块 六 ， 差不多 三块 钱 大小 ， 军营 不是 很大 ， 也 不是 很小	6	1
据 同事 反映 , 各 方面 都 不错 , 下次 出差 , 他们 还 希望 住 这家 酒店 .	5	1
感觉不好 ， 房间 太旧 而 房价 太贵 ， 早餐 也 很 差 ！	5	0
太 肤浅 ， 及其 失望 ， 想 不 明白 为什么 那么 畅销	1	0
反应速度 很快 ， 音效 ， 画质 都 不错 。 娃儿 做 英语 作业 方便 多 了 。 相信 华为 品质 ， 支持 国货	3	1
很 好 的 东西 ， 特别 是 京东 客服 很 好	6	1
酒店 非常 陈旧 ， 地毯 也 破旧 ， 卫生 也 不好 ， 保养 做 的 很 差	5	0
一直 在 这 买 ， 不错 。 这个 算下 很 合算 。 快递 小 哥特 好 ， 送家 了 。	0	1
装 系统 时 ， 要长 按 F2 进入 主版 ， 这个 提示 机器 上 不 显示 ， 到 网上 查到 的 ， 默认 硬盘分区 有 好几个 ， 还有 一个 显示 为 bos ， 后来 才 反应 过来 要 把 所有 的 分区 都 删掉 ， 重新 格式化 ， 装上 的 xp 才能 读 到 ， 不然 老是 显示 都 不到 。	3	0
公平 定律 好像 就是说 什么 时候 都 要 做到 公平 ， 否则 就要 遭报应 ！ 但 到 最后 也 没 弄 明白 什么 是 公平 。 书中 讲 了 好多 作者 的 亲身经历 ， 感觉 就是 在 写 自己 多么 多么 牛 ， 没多大 意思 ！	1	0
就 这 拉链 ， 根本 拉不动 ， 穿 的 时候 生怕 把 自己 小弟弟 给 夹 了 ， 叫 我 如何 给 好评	4	0
目前 还 没 发现 问题 ， 感觉 还 行	3	1
一般般 ， 一般般 ， 一般般 ， 一般	5	0
先不说 衣服 质量 如何 ， 就 快递 公司 而言 ， 到货 根本 就 不 给 客户 电话 到货 ， 留 的 号码 是 摆设	4	0
我 不 知道 是 华为 的 问题 还是 京东 问题 ， 电脑 后盖 有 细微 的 划痕 ， 电源插头 处 有用 过 的 痕迹 。 这 毕竟 不是 在 华为 官网 买 的 。	3	0
我 觉得 男人 也 可以 用 ， 这个 牌子 的 不错	0	1
双核 ， 独显 ， 低价 。 总体 上 来说 还 不错 。 问 了 一下 别人 ， 说 ： “ SIS   671DX + SIS   968 比 intel   965 的 内存 和 硬盘 方面 差 比较 多 ， 不 支持 内存 双通道 ， 集成显卡 性能 也 很 一般 ， 比 INTEL 的 集成显卡 要 差 。 但 发热量 小 一些 。 优点 是 便宜 ， 性价比 高 。 ”	3	1
差 , 差 , 差 . 我 自负 邮费 换 号 . 结果 没有 给 我 换 , 害得 我 白花 邮费 , 最 重要 的 是 浪费 客户 的 时间	4	0
蒙牛 纯牛奶 换 新 包装 了 ， 支持 一下	6	1
易 死机 , 经常 查不到 SD 卡	3	0
套装 还是 蛮 实惠 的 ， 每次 换 洗发水 都 在 尝试 不同 的 品牌 ， 沙宣 第一次 尝试 ， 同事 都 说 不错 ， 期待 我 的 长 头发 可以 适应 。 味道 淡淡的 清香 ， 还 不错 ， 物流 超乎 想象 的 快 ， 很 好 ， 赞 ?	0	1
系统 不能 更新 升级 ， 内存 太小 ， 分辨率 太 差 ， 像素 低 的 一塌糊涂 ， 颜值 低 到 下水道 了 … … 各种 差 ！ 这一星 是 给 卡槽 的 。	3	0
感觉 像 买 到 假 的 了 ， 洗 了 满头 的 头屑	0	0
连 个 客服 都 找 不到 ， 怎么 会事 ， 有 三个 火龙果 是 坏 的 ，	6	0
铃声 够 大 ， 下载 方便 ， 省钱 ， 外表 可以	3	1
一样 价格 , 618 蒙人 骗人 , 现在 更 低价	0	0
1 、 合上 盖 的 时候 没有 锁扣 机构   2 、 虽然 是 新版 ， 但 感觉 新增 的 功能 没 啥 用 ， 但 价格 多 了 好几百 ， 这个 见仁见智 吧 。   3 、 价格 没 啥 优势 ， 问 了 下 中关村 ， 1950 就 能 拿 了 ， 图 省事 ， 就 网上 买 了 。	3	0
很 新鲜 。 果大 ， 孩子 很 喜欢 ， 比 水果店 便宜 。	6	1
这个 M 码 的 衣服 穿着 像 披风 一样 ， 下面 长 了 一大截 。 哪个 男 的 穿 这样 的 夏装 ？	4	0
东西 已经 收到 了 ， 很 实惠 ， 一直 用 这个 牌子 ， 物流 也 给 力 。	0	1
一周 之内 连续 降价 2 次 ， 无 语	3	0
好用 ， 华为 值得 信赖 ， 就是 贵点 ， 通话 版	3	1
质量 还 不错 ， 内容 只 适合 边上 厕所 便 消遣 了	1	0
我 已 使用 好久 了 才 来 评价 的 ， 这个 东东 是 假 的 ， 洗头 后 头发 是 硬 的 ， 太假 了	0	0
这次 买 的 夹克 质量 太 差 ， 跟 普通 工厂 里 的 工作服 没什么 区别 ， 想 买 的 朋友 注意 了 ， 千万别 上当 。	4	0
宝贝 收到 了 ， 苹果 ， 是 正品 很脆 很甜 物流 很快 递送 人员 服务态度 很 好 ， 很 热情 谢谢 京东 ， 下次 再 来	6	1
外表 换 有 什么 用 ， 内在 也 不换 ， 反正 以后 不会 买 蒙牛 了 。	6	0
